pn,alias,direction,industry,rel_day,pub_date,provider,title,content,news_id,category,consensus_relevance,consensus_stance,consensus_status,rel_1,rel_2,rel_3,stance_1,stance_2,stance_3,conf_1,conf_2,conf_3,reason_1,reason_2,reason_3
19,금투세 폐지,+,금융/증권,-25,2024-10-10,동아일보,임종룡 우리금융 회장 “계열사 임원 인사권 내려놓겠다”,"임종룡 우리금융지주 회장이 10일 국회 정무위원회 국정감사에 출석해 손태승 전 회장의 친인척 부당 대출과 관련해 “절벽에 서 있다는 심정으로 우리금융의 내부통제와 기업문화 시스템을 바꿔 나가겠다”며 고개를 숙였다. 또 자회사 임원에 대한 인사권을 내려놓겠다고 밝혔다. 4대 금융지주 회장이 국회 정무위 국감에 출석한 것은 임 회장이 처음이다. 
 
손 전 회",01100401.20241010221040001,"정치>행정_자치, 경제>금융_재테크",0,neutral,unanimous,0,0,0,neutral,neutral,neutral,medium,high,medium,임종룡 회장 국감 답변 동정 기사,"우리금융 회장 인사권 발언, 금투세 미언급","임종룡 회장 국감 발언, 금투세 정책 무관"
10,K칩스법 2차,+,반도체,24,2025-01-03,동아일보,무역금융 360조원 공급… 반도체 투자공제 5%P 높이기로,"올해 수출 증가율이 1%대에 그칠 것으로 전망되는 가운데 정부가 수출을 뒷받침하기 위해 역대 최대인 360조 원 규모의 무역금융을 공급한다. 반도체 기업이 투자에 쓴 금액만큼 법인세를 감면해주는 ‘국가전략기술 투자세액공제율’은 5%포인트 높이기로 했다. 1%대 성장률이라도 지키기 위해 한국 경제의 버팀목인 수출과 반도체 산업 지원을 강화하겠다는 것이다. 
",01100401.20250103030334002,"경제>무역, 경제>금융_재테크, 경제>취업_창업",2,support,unanimous,2,2,2,support,support,support,high,high,high,반도체 투자세액공제 5%p 상향 무역금융 360조,"K칩스법 투자공제율 상향 보도, 반도체 호재","반도체 투자공제 5%p 상향, K칩스법 호재 명확"
37,바이오 육성,+,바이오/제약,0,2019-05-22,문화일보,"<바이오헬스 산업 혁신전략>文대통령, ‘소주성’에 가린 ‘혁신성장’ 힘싣기?","지난달 ‘시스템반도체’ 이어

오늘 ‘바이오헬스’ 직접 챙겨

노영민 실장까지 이례적 동행



집권 3년 차에 접어들며 국정 운영 성과를 강조했던 문재인 대통령이 경제 행보를 강화하고 있다. 지난달 30일 삼성전자의 시스템반도체 비전 선포식에 참석한 데 이어 22일 지역경제 투어 일정으로 충북 오송의 바이오헬스 국가비전 선포식에 참석했다. 시스템반도체와 ",01100501.20190522120006006,"정치>청와대, 정치>국회_정당",2,support,unanimous,2,2,2,support,support,support,high,high,high,"바이오헬스 국가비전 선포식 직접 보도, 호재","바이오헬스 산업 혁신전략 비전 선포, 바이오 육성 호재","문 대통령 바이오헬스 비전 선포, 바이오 육성 호재"
3,일본 수출규제,-,반도체,1,2019-07-02,문화일보,<포럼>한·일 ‘1965 체제’ 허물어선 안 된다,"김영호 성신여대 교수 국제정치학



일본이 한국 대법원의 일제강제징용 배상 판결 문제로 일본 기업의 자산이 매각돼 실질적 피해가 발생할 것이 확실시되자 ‘경제보복전쟁’을 시작했다. 일본 정부가 반도체, TV, 스마트폰 제조에 필수적인 플루오린 폴리이미드(FPI), 포토레지스트(PR), 불화수소(HF·에칭가스) 3개 첨단 재료의 한국 수출 규제를 공표한 것",01100501.20190702122007017,"정치>정치일반, 국제>일본",2,support,unanimous,2,2,2,support,support,support,high,high,high,일본 수출규제 경제보복전쟁 시작 직접 보도,일본 수출규제 3개 첨단재료 한국 수출 규제 악재 명확,일본 수출규제 경제보복 3개 핵심재료 규제 악재 단정
4,소부장 대책,+,반도체,21,2019-08-26,문화일보,"文대통령, ‘애국펀드’ 가입… 연일 對日 강공","국내 소재·부품·장비기업 투자

“제2, 제3펀드 계속 만들어 달라”

지소미아 종료·독도방어훈련 등

文대통령, 실리보다 ‘원칙’ 고수

일각에선 ‘값비싼 대가’ 우려도



문재인 대통령이 26일 소재·부품·장비(소부장) 분야 국내 기업에 투자하는 주식형 펀드에 가입했다. 일본과 경제·안보 갈등이 고조하는 상황에서 한·일 군사정보보호협정(GSOMIA·지",01100501.20190826120006012,정치>청와대,2,support,unanimous,2,2,2,support,support,support,medium,high,high,문대통령 소부장 펀드 가입 호재 보도,소부장 대책 시기 대통령 펀드 가입 호재,"문대통령 소부장 펀드 가입, 일본 대응 호재 명확"
10,K칩스법 2차,+,반도체,9,2024-12-19,문화일보,"“미국 IRA, 반도체법보다 먼저 폐기 될 것”","대한상의, 경제연구소장 간담회



 도널드 트럼프 2기 행정부가 출범하면 인플레이션 감축법(IRA)이 반도체지원법(칩스법)보다 먼저 폐기될 가능성이 크다는 분석이 나왔다.



대한상공회의소가 19일 서울 중구 대한상의 회관에서 개최한 삼성·LG·현대 등 8개 기업 경영경제연구소장 초청 간담회에서 서정건 경희대 정치외교학과 교수는 “필리버스터(무제한토론)",01100501.20241219120006002,"경제>국제경제, 경제>산업_기업",2,support,unanimous,2,2,2,support,support,support,medium,high,high,"트럼프 IRA 폐기 가능성, 칩스법 잔존 분석","IRA 먼저 폐기 칩스법 유지 전망, 반도체 호재","IRA 폐기 우선 칩스법 유지 전망, K칩스법 호재"
11,5개 은행 퇴출,-,금융/증권,3,1998-07-02,서울신문,4개 대형銀도 안심 못해/경영평가위 조사,"◎조흥·상업·한일·외환 증자못하면 퇴출 위기/새 기준 적용하면 순자산가치 마이너스로
금융감독위원회로부터 조건부 승인 판정을 받은 조흥 상업 한일 외환 등 4개 대형은행의 부실여신이 31조7,000억원에 이르러 증자 등이 이뤄지지 않을 경우 국제결제은행(BIS) 기준 자기자본 비율 8%를 유지하기 어려울 것으로 보인다.
평화 강원 충북은행도 영업 수익성과 성",01100611.20160421225349487,"경제>금융_재테크, 경제>국제경제, 경제>산업_기업",2,support,unanimous,2,2,2,support,support,support,medium,high,high,4개 대형은행 부실여신 증자 위기 보도,5개 은행 퇴출 4개 대형은행 BIS 비율 위기 악재,5개 은행 퇴출 시기 대형은행 부실여신 31조 악재
1,반도체 빅딜,+,반도체,0,1999-04-29,서울신문,구조조정으로 연구인력 해외유출도 심각,"‘성장잠재력이 죽어가고 있다’ 국제통화기금(IMF)체제 이후 기업의 연구·개발(R&D)투자가 위축돼 경기회복이 늦어지고 성장잠재력이 급속히 약화될 것이라는 경고가 나왔다.
삼성경제연구소는 28일 ‘R&D투자 위축실태와 활성화방안’이라는 보고서에서 “기업 구조조정으로 R&D투자가 감소하면서 연구인력의 해외유출 사태마저 빚어지고 있다”고 지적했다.
반도체 빅딜",01100611.20160422065157090,"경제>취업_창업, IT_과학>보안, 경제>유통",1,contradict,needs_review_low,1,1,2,neutral,contradict,contradict,low,low,low,"구조조정 R&D 위축 보도, 반도체 빅딜 짧게 언급",반도체 빅딜 시기 R&D 위축 인력 유출 악재,반도체 빅딜 후 R&D 투자 위축 인력유출 호재 반대
1,반도체 빅딜,+,반도체,8,1999-05-07,서울신문,경기논쟁 재연/“거품 우려”“본격 회복”,"한국은행은 실물경제의 회복 속도가 예상보다 빨라 ‘거품’을 형성할 가능성이 있다고 보고 그동안 줄곧 펴 온 금리의 하향 안정화 정책을 유보하기로 했다.한은은 콜금리를 더 이상 떨어뜨리지 않고 현 수준을 유지하되,실물경제의 회복 속도가 더 가파를 경우 콜금리를 끌어올리는 것도 배제하지 않기로 했다.
한은은 6일 금융통화위원회를 열어 이같은 내용의 ‘5월 통화",01100611.20160422070642032,"경제>증권_증시, 경제>국제경제, 경제>산업_기업",0,neutral,unanimous,0,0,0,neutral,neutral,neutral,medium,high,medium,한은 금통위 금리 정책 보도로 반도체 빅딜 무관,한은 5월 통화정책 보도로 반도체 빅딜 무관,한은 금리정책 거품 논쟁 보도로 빅딜 무관
24,세제완화,+,부동산/건설,-10,2008-08-22,서울신문,[뉴스 분석] 건설업체 지원 쏠린 ‘반쪽대책’,"정부가 미분양과 금융난에 봉착한 건설업체를 살리기 위해 동원 가능한 대책을 모두 내놨다.‘뜨거운 감자’로 불리는 재건축 규제를 완화하고 미분양 아파트를 정부가 사들이는 등 직접적인 지원 대책도 등장했다.


그러나 소비자 보호 차원에서 도입된 분양가상한제가 도입 1년 만에 대폭 완화됐다. 후분양제도 후퇴했다. 높은 분양가를 끌어내리는 정책은 아예 빠져 서민",01100611.20160423131024990,경제>부동산,2,support,unanimous,2,2,2,support,support,support,medium,high,high,재건축 규제 완화 등 건설업 지원대책 직접 보도,재건축 규제 완화 분양가상한제 완화 등 세제완화 호재,재건축 규제 완화 미분양 매입 등 건설업 직접 지원 호재
25,보금자리 150만,+,부동산/건설,1,2008-09-20,서울신문,[9·19 부동산대책] 내집마련 전략은,"그린벨트(개발제한구역) 해제와 도심개발을 통해 주택공급을 늘리겠다는 ‘9·19 대책’에 대해 시장에서는 중장기적으로 서울 강북권과 수도권 집값안정에 기여할 것으로 전망했다.


박원갑 스피드뱅크 부동산연구소장은 “이번 대책이 서울 강북 등지의 집값안정에 기여할 것”이라며 “환경단체나 보상을 둘러싼 그린벨트 원주민들의 반발 극복이 과제”라고 말했다.


이번",01100611.20160423134827307,"경제>부동산, 경제>금융_재테크, 경제>산업_기업",2,support,unanimous,2,2,2,support,support,support,medium,high,high,9·19 대책 그린벨트 해제 강북 집값 안정 기여,"9·19 보금자리 대책 집값안정 기여 전망, 호재","9·19 보금자리 대책 직접 언급, 집값 안정 호재"
32,줄기세포 육성,+,바이오/제약,1,2005-05-20,서울신문,[치료용 배아줄기세포 배양 성공] 학계평가와 윤리적 논란,"황우석 교수팀의 연구 성과는 또다시 윤리적 논란을 불러올 것으로 보인다. 연구내용을 단독으로 게재한 ‘사이언스’는 이례적으로 미국 스탠퍼드대 밀드레드 조 교수팀이 주장한 윤리적 문제점도 함께 실었다.

 조 교수는 윤리적 문제점으로 ▲미국이나 한국 어느 곳에서도 정부기관의 승인을 받지 않았다는 것 ▲의학적 용도로 기증된 난자가 연구용으로 사용된 것 등을 꼽",01100611.20160423150053632,"IT_과학>과학, 문화>학술_문화재",2,neutral,needs_review_low,2,2,2,neutral,neutral,support,medium,medium,low,황우석 줄기세포 윤리적 논란 양면,줄기세포 성과와 윤리 논란 양면 보도,"줄기세포 육성 맥락 황우석 성과 보도, 호재 분위기"
23,8·31 대책,-,부동산/건설,13,2005-09-13,서울신문,동탄·김포신도시 확대 추진,경기도 화성 동탄 신도시를 확대하는 방안이 추진된다. 송파 신도시는 개발이익을 ‘제로’화하고 국민임대주택 용지는 아파트 임대 보증금을 받지 않아도 될 정도의 낮은 가격으로 공급하는 방안이 적극 검토되고 있다. 한국토지공사는 ‘8·31부동산대책’후속 조치로 동탄·김포 신도시와 남양주 옥정·고양 삼송지구 등을 추가 개발하기 위해 건설교통부와 협의를 진행할 계획,01100611.20160423172203410,"경제>부동산, 지역>충남, 지역>경기",2,contradict,unanimous,2,2,2,contradict,contradict,contradict,medium,medium,medium,8·31 후속 신도시 확대로 공급 확대 호재성,8·31대책 후속 동탄·김포 신도시 확대로 공급 호재,8·31 후속 신도시 확대 추진 공급 확대 호재성
33,황우석 폭로,-,바이오/제약,-7,2005-12-08,서울신문,미즈메디병원 이사장 “우리끼리도 의심했다”,"노성일 미즈메디병원 이사장이 11일 방송될 SBS ‘한수진의 선데이클릭’녹화에서 참담했던 심정을 밝혔다.


노 이사장은 7일 서울 강서 미즈메디병원에서 진행된 녹화에서 MBC ‘PD수첩’이 제기했던 줄기세포 진위 의혹에 대해 “처음에는 참담했다. 때론 분노했고 황우석 교수도 그랬다.”며 안타까웠던 심정을 나타냈다.


그는 “나도 황 교수에게 숨긴 것이 ",01100611.20160423190726052,"IT_과학>과학, 문화>방송_연예, 문화>학술_문화재",2,support,unanimous,2,2,2,support,support,support,medium,high,high,"노성일 미즈메디 의혹 인터뷰, 폭로 맥락",황우석 폭로 후 미즈메디 이사장 의혹 인정,"황우석 폭로 후 미즈메디 의혹 인정, 악재 정책 일치"
41,녹색성장,+,2차전지/에너지,-23,2009-06-13,서울신문,[서울광장] 또 다른 탐욕 ‘그린 버블’의 서곡인가/박정현 논설위원,"온통 그린이다. 정부의 정책도 기업의 상품도 모두 그린 일색이다. 정부는 녹색성장을 내건 그린 정책을 내놓고, 건물에는 친환경적인 그린 빌딩 개념이 들어서고 있다. 고연비·친환경의 하이브리드차와 전지자동차가 미래 자동차로 등장했다. 녹색성장 사업에 투자·지원하는 그린 파이낸스 상품이 쏟아진다. 그린이라는 단어가 들어가지 않으면 정책도, 상품도 되지 않는다.",01100611.20160423195453038,"경제>자동차, 경제>무역, 경제>취업_창업",2,contradict,majority_auto,2,2,2,neutral,contradict,contradict,medium,medium,high,"녹색성장 정책 언급, 그린버블 우려 양면 시각","녹색성장 정책에 그린 버블 우려 제기, 호재성 부정","녹색성장 정책 직접 언급, 그린 버블 우려로 호재성 약화"
27,6·19 대책,-,부동산/건설,8,2017-06-27,서울신문,[오늘의 눈] 정부 집값 잡겠다는데… 왜 모델하우스로 몰리나/김동현 산업부 기자,"“이번 (6·19 부동산) 대책은 그러한 분들(투기세력)에게 보내는 1차 메시지입니다.”
김현미 국토교통부 장관이 지난 23일 취임과 동시에 부동산 투기에 대해 강한 경고를 날렸다. 이례적으로 프레젠테이션까지 준비해 “강남 4구의 집값 상승 원인은 공급 부족이 아니라 투기 수요 때문”이라고 지적하며 강력한 규제 드라이브를 시사했다. 하지만 최근 과열 양상을",01100611.20170627034227002,"경제>부동산, 경제>산업_기업",2,support,unanimous,2,2,2,support,support,support,high,high,high,6·19 대책 투기 규제 메시지 직접 보도,"6·19 대책 강력한 규제 드라이브 명시, 부동산 악재 명확","6·19 대책 투기 규제 강화 메시지 핵심 보도, 악재 단정"
